Naber,Status,WarningValue,AlarmValue,AvgValue,StdValue,Count,Alert
202955,z05-03-03,0.084,0.252,0.09128199766079585,0.043531250512973456,3,1
202955,z05-04-03,0.001,0.003,0.0077876663999632,0.00782443414052847,3,2
202955,z05-07-03,0.101,0.303,0.07456650026142597,0.004527964917857698,4,0
202955,z05-08-03,0.001,0.003,0.003203250002115965,0.0007811336233478765,4,2
202955,z05-11-03,0.121,0.363,0.1447065006941557,0.059826259201172266,4,1
202955,z05-12-03,0.002,0.005,0.020481750078033656,0.02333833553030943,4,2
202957,z05-03-03,0.084,0.252,0.07739249989390373,0.008791545575217196,8,0
202957,z05-04-03,0.001,0.003,0.0037655000148030617,0.0019469756683961445,6,2
202957,z05-07-03,0.101,0.303,0.07079437375068665,0.0034873070563642763,8,0
202957,z05-08-03,0.001,0.003,0.0020716250292025506,0.0007429473350512977,8,1
202957,z05-11-03,0.121,0.363,0.10047142846243722,0.018621064807381613,7,0
202957,z05-12-03,0.002,0.005,0.002269142822894667,0.0006417703963839155,7,1
202961,z05-03-03,0.084,0.252,0.1343692730773579,0.02457154659779619,11,1
202961,z05-04-03,0.001,0.003,0.010607454436302016,0.010513979018779228,11,2
202961,z05-07-03,0.101,0.303,0.13621169850230216,0.024966215085582652,10,1
202961,z05-08-03,0.001,0.003,0.007907199952751399,0.006062963955760562,10,2
202961,z05-11-03,0.121,0.363,0.59237040579319,0.19683241991180236,10,2
202961,z05-12-03,0.002,0.005,0.01299177777643005,0.011070936777128254,9,2
202963,z05-03-03,0.084,0.252,0.10191460102796554,0.010946124208588297,10,1
202963,z05-04-03,0.001,0.003,0.002984800038393587,0.002293684689953521,10,1
202963,z05-07-03,0.101,0.303,0.09417460039258004,0.017621288581910147,10,0
202963,z05-08-03,0.001,0.003,0.0035427000722847877,0.0018615298223167505,10,2
202963,z05-11-03,0.121,0.363,0.19193770065903665,0.08574664698853358,10,1
202963,z05-12-03,0.002,0.005,0.026034499477827922,0.04050393784674889,10,2
202964,z05-03-03,0.084,0.252,0.09336974937468767,0.03173046056858245,8,1
202964,z05-04-03,0.001,0.003,0.008380374885746278,0.014535494752143722,8,2
202964,z05-07-03,0.101,0.303,0.10434675123542547,0.00630335249722015,8,1
202964,z05-08-03,0.001,0.003,0.0030232499630074017,0.0017352373875134184,8,2
202964,z05-11-03,0.121,0.363,0.17424962483346462,0.08497206597633003,8,1
202964,z05-12-03,0.002,0.005,0.027558374138607178,0.06763512650078536,8,2
202968,z05-03-03,0.084,0.252,0.09163533399502437,0.008016715421311387,3,1
202968,z05-04-03,0.001,0.003,0.0018843333042847614,0.0010466993192816396,3,1
202968,z05-07-03,0.101,0.303,0.09028266618649165,0.0036344504372719873,3,0
202968,z05-08-03,0.001,0.003,0.0014950000622775406,0.0006580000335816294,2,1
202968,z05-11-03,0.121,0.363,0.09489750117063522,0.003135502338409424,2,0
202968,z05-12-03,0.002,0.005,0.0026805000379681587,0.0001674999948590994,2,1
203087,z05-03-03,0.084,0.252,0.09360612463206053,0.011090234402262962,8,1
203087,z05-04-03,0.001,0.003,0.006378999940352514,0.002891629624887451,8,2
203087,z05-07-03,0.101,0.303,0.08071712404489517,0.003200175252814594,8,0
203087,z05-08-03,0.001,0.003,0.0018953749749925919,0.0006508684282187026,8,1
203087,z05-11-03,0.121,0.363,0.13830787409096956,0.03258109131798342,8,1
203087,z05-12-03,0.002,0.005,0.006149749970063567,0.004330286460599993,8,2
203093,z05-03-03,0.084,0.252,0.07241118157451804,0.013693345456029632,11,0
203093,z05-04-03,0.001,0.003,0.00331218180839311,0.0017171920177173681,11,2
203093,z05-07-03,0.101,0.303,0.08831810057163239,0.011420471688725065,10,0
203093,z05-08-03,0.001,0.003,0.0038533636305311866,0.0016964856846921543,11,2
203093,z05-11-03,0.121,0.363,0.12035936388102444,0.02758548521626627,11,0
203093,z05-12-03,0.002,0.005,0.0030826364157044077,0.0016589578724342203,11,1
203096,z05-03-03,0.084,0.252,0.08088447109741323,0.03271793759816201,17,0
203096,z05-04-03,0.001,0.003,0.00360276475240586,0.006565229327967166,17,2
203096,z05-07-03,0.101,0.303,0.08935182300560615,0.028874791340030216,17,0
203096,z05-08-03,0.001,0.003,0.006594235341146807,0.014304033179370535,17,2
203096,z05-11-03,0.121,0.363,0.19485711876083822,0.07673629155677202,17,1
203096,z05-12-03,0.002,0.005,0.009923176401678254,0.012806362305238302,17,2
