Naber,Status,WarningValue,AlarmValue,AvgValue,StdValue,Count,Alert
202941,z05-03-02,0.893,2.679,0.22805453069946346,0.10160874485324509,17,0
202941,z05-04-02,0.022,0.066,0.014354588213951929,0.014748971150882874,17,0
202941,z05-05-02,0.196,0.588,0.018811764702310458,0.02350280980689661,17,0
202941,z05-06-02,0.065,0.195,0.051147293535691196,0.05224000908580474,17,0
202941,z05-07-02,0.369,1.107,0.11100111770279267,0.019811495585523843,17,0
202941,z05-08-02,0.021,0.063,0.005961176453103476,0.004533424509921169,17,0
202941,z05-09-02,0.031,0.093,0.0015420588435303857,0.000997434819032401,17,0
202941,z05-10-02,0.004,0.012,0.010386764600886689,0.008594455481897436,17,1
202941,z05-11-02,0.68,2.04,0.24377982143093557,0.14537399018561828,17,0
202941,z05-12-02,0.041,0.123,0.014534588259480456,0.008795267866101176,17,0
202941,z05-13-02,0.32,0.96,0.07881535259280902,0.2549706924931731,17,0
202941,z05-14-02,0.016,0.048,0.03704323484356899,0.043067950804024625,17,1
202942,z05-03-02,0.893,2.679,0.18290939629077912,0.07530107696378277,10,0
202942,z05-04-02,0.022,0.066,0.003753999958280474,0.0018593417092234868,10,0
202942,z05-05-02,0.196,0.588,0.014347099757287651,0.016671157583423746,10,0
202942,z05-06-02,0.065,0.195,0.01136833340246489,0.011377887079243094,9,0
202942,z05-07-02,0.369,1.107,0.13022522048817742,0.023643176366422124,9,0
202942,z05-08-02,0.021,0.063,0.002592888906494611,0.0017405908938468136,9,0
202942,z05-09-02,0.031,0.093,0.0019542221788368705,0.0008248401277444269,9,0
202942,z05-10-02,0.004,0.012,0.0025130000301740235,0.002642313241164416,9,0
202942,z05-11-02,0.68,2.04,0.23176400197876823,0.059959406840083815,9,0
202942,z05-12-02,0.041,0.123,0.01965511077368218,0.024280935288134967,9,0
202942,z05-13-02,0.32,0.96,0.01505177773328291,0.011282898911524442,9,0
202942,z05-14-02,0.016,0.048,0.00222933332164151,0.002506667811657093,9,0
202943,z05-03-02,0.893,2.679,0.17724540084600449,0.05878675486808513,5,0
202943,z05-04-02,0.022,0.066,0.002390999987255782,0.0009515677648540648,5,0
202943,z05-05-02,0.196,0.588,0.019419199763797225,0.012068625023297558,5,0
202943,z05-06-02,0.065,0.195,0.007041599880903959,0.004633495846587805,5,0
202943,z05-07-02,0.369,1.107,0.10633540153503418,0.011866128878014505,5,0
202943,z05-08-02,0.021,0.063,0.003811500035226345,0.0015807728703919745,4,0
202943,z05-09-02,0.031,0.093,0.001432250050129369,0.0005374250886719658,4,0
202943,z05-10-02,0.004,0.012,0.002819249959429726,0.0023142125164271293,4,0
202943,z05-11-02,0.68,2.04,0.2090924959629774,0.07707148300366283,4,0
202943,z05-12-02,0.041,0.123,0.009857750090304762,0.00833302033949839,4,0
202943,z05-13-02,0.32,0.96,0.022866250306833535,0.013002215990771324,4,0
202943,z05-14-02,0.016,0.048,0.004677333442183833,0.0032379985560025953,3,0
202944,z05-03-02,0.893,2.679,0.13354024989530444,0.08347158124729077,16,0
202944,z05-04-02,0.022,0.066,0.0031717500132799614,0.00261546180595639,16,0
202944,z05-05-02,0.196,0.588,0.012343874826910906,0.018540829236381496,16,0
202944,z05-06-02,0.065,0.195,0.0118072497856474,0.01834152893979991,16,0
202944,z05-07-02,0.369,1.107,0.08478531194850802,0.012348999132901772,16,0
202944,z05-08-02,0.021,0.063,0.002217562469013501,0.0014774025299079075,16,0
202944,z05-09-02,0.031,0.093,0.0023835000065446366,0.0013214256206230618,16,0
202944,z05-10-02,0.004,0.012,0.0009126875124820799,0.0007792489954538557,16,0
202944,z05-11-02,0.68,2.04,0.12904725037515163,0.029166174069823213,16,0
202944,z05-12-02,0.041,0.123,0.0050530625085229985,0.004841604129429122,16,0
202944,z05-13-02,0.32,0.96,0.006513000065751839,0.0065612825772992595,16,0
202944,z05-14-02,0.016,0.048,0.0017078124878935341,0.0016350748236081255,16,0
202945,z05-03-02,0.893,2.679,0.15827946337621387,0.05117291574932436,41,0
202945,z05-04-02,0.022,0.066,0.007075902454699844,0.010309458585234358,41,0
202945,z05-05-02,0.196,0.588,0.012037780357343032,0.011940481938238814,41,0
202945,z05-06-02,0.065,0.195,0.0049680731633377105,0.004848435024489082,41,0
202945,z05-07-02,0.369,1.107,0.10661970023065806,0.014522585987674494,40,0
202945,z05-08-02,0.021,0.063,0.0051000244268102615,0.003522819217072722,41,0
202945,z05-09-02,0.031,0.093,0.0021217073081061244,0.000949599118286014,41,0
202945,z05-10-02,0.004,0.012,0.0010983414625714918,0.0007709155628668421,41,0
202945,z05-11-02,0.68,2.04,0.16437436567574013,0.04049740428962776,41,0
202945,z05-12-02,0.041,0.123,0.0038096584931935932,0.0037807264572037964,41,0
202945,z05-13-02,0.32,0.96,0.020815524889621885,0.02281106855194285,40,0
202945,z05-14-02,0.016,0.048,0.002058124972063524,0.0019300225579593207,40,0
202946,z05-03-02,0.893,2.679,0.12612241046393619,0.031228013333319753,17,0
202946,z05-04-02,0.022,0.066,0.005335294093717547,0.004170876914805049,17,0
202946,z05-05-02,0.196,0.588,0.005631294187076171,0.003715533390304432,17,0
202946,z05-06-02,0.065,0.195,0.005320235313025906,0.003703068929636756,17,0
202946,z05-07-02,0.369,1.107,0.08911782415474162,0.011075508055508413,17,0
202946,z05-08-02,0.021,0.063,0.002976588242317495,0.0020483877751956052,17,0
202946,z05-09-02,0.031,0.093,0.0021709411692641236,0.00098655708408605,17,0
202946,z05-10-02,0.004,0.012,0.0019045882337891003,0.0009351561444078925,17,0
202946,z05-11-02,0.68,2.04,0.12469894088366452,0.03563783425051363,17,0
202946,z05-12-02,0.041,0.123,0.007946687466755975,0.014253237706400216,16,0
202946,z05-13-02,0.32,0.96,0.006985705886857913,0.0052043538146749795,17,0
202946,z05-14-02,0.016,0.048,0.0023347058475551687,0.001555091968699461,17,0
202947,z05-03-02,0.893,2.679,0.08179749920964241,0.0014084987342357635,2,0
202947,z05-04-02,0.022,0.066,0.0036494999076239765,0.0020994998631067574,2,0
202947,z05-05-02,0.196,0.588,7.999999797903001e-05,0.0,2,0
202947,z05-06-02,0.065,0.195,0.0070344998966902494,0.0018694999162107706,2,0
202947,z05-07-02,0.369,1.107,0.11443750187754631,0.005872499197721481,2,0
202947,z05-08-02,0.021,0.063,0.008970999857410789,0.0025939999613910913,2,0
202947,z05-09-02,0.031,0.093,0.0004695000097854063,7.550000736955553e-05,2,0
202947,z05-10-02,0.004,0.012,0.016922999639064074,0.0015980000607669353,2,2
202947,z05-11-02,0.68,2.04,0.1863825023174286,0.028681501746177673,2,0
202947,z05-12-02,0.041,0.123,0.02415550034493208,0.006042500026524067,2,0
202947,z05-13-02,0.32,0.96,0.0004309999931138009,0.00010400000610388815,2,0
202947,z05-14-02,0.016,0.048,0.03329800069332123,0.002905000001192093,2,1
202949,z05-03-02,0.893,2.679,0.1717417873442173,0.061734846132645495,14,0
202949,z05-04-02,0.022,0.066,0.0031706922992060962,0.0015019781562959633,13,0
202949,z05-05-02,0.196,0.588,0.008129230794461014,0.005402227686203979,13,0
202949,z05-06-02,0.065,0.195,0.030288077431927938,0.042277935714989855,13,0
202949,z05-07-02,0.369,1.107,0.09429492285618415,0.010452983400513456,13,0
202949,z05-08-02,0.021,0.063,0.0021769285335072447,0.002167995833274998,14,0
202949,z05-09-02,0.031,0.093,0.002499285711175097,0.0011276055909030384,14,0
202949,z05-10-02,0.004,0.012,0.0007609285660562039,0.0003172021600717277,14,0
202949,z05-11-02,0.68,2.04,0.169124928436109,0.04352379729281121,14,0
202949,z05-12-02,0.041,0.123,0.0029813846250852714,0.0017260299828135337,13,0
202949,z05-13-02,0.32,0.96,0.016657856908360764,0.018426283992440905,14,0
202949,z05-14-02,0.016,0.048,0.005036999991196873,0.004005925513556082,14,0
202950,z05-03-02,0.893,2.679,0.13108399829694203,0.035179330293721923,7,0
202950,z05-04-02,0.022,0.066,0.004388285684399307,0.0027615083119198144,7,0
202950,z05-05-02,0.196,0.588,0.004778285693776395,0.003292862454796881,7,0
202950,z05-06-02,0.065,0.195,0.003846142845369676,0.002971753098889029,7,0
202950,z05-07-02,0.369,1.107,0.10819871404341289,0.005884353529016013,7,0
202950,z05-08-02,0.021,0.063,0.0036902856746954577,0.0015727679180690373,7,0
202950,z05-09-02,0.031,0.093,0.005549428485600012,0.0027980635523225206,7,0
202950,z05-10-02,0.004,0.012,0.0004279999910587711,0.00010360225365337923,7,0
202950,z05-11-02,0.68,2.04,0.22900842981679098,0.024541142163413684,7,0
202950,z05-12-02,0.041,0.123,0.01233785692602396,0.004473007373871159,7,0
202950,z05-13-02,0.32,0.96,0.028599500035246212,0.01740233187279345,6,0
202950,z05-14-02,0.016,0.048,0.0012830000002092372,0.0006201838712727757,6,0
202951,z05-03-02,0.893,2.679,0.2037972861102649,0.05507464123632786,14,0
202951,z05-04-02,0.022,0.066,0.00560357138913657,0.004219536315530033,14,0
202951,z05-05-02,0.196,0.588,0.01063578580007223,0.008510459851880368,14,0
202951,z05-06-02,0.065,0.195,0.013074714426433534,0.011834030480645697,14,0
202951,z05-07-02,0.369,1.107,0.11632807180285454,0.022275679052504476,14,0
202951,z05-08-02,0.021,0.063,0.003576999975069027,0.002594571275028332,14,0
202951,z05-09-02,0.031,0.093,0.0022144285695893423,0.0008758796130043865,14,0
202951,z05-10-02,0.004,0.012,0.0005721428585405063,0.00027062806755815777,14,0
202951,z05-11-02,0.68,2.04,0.16563778530274118,0.041603702611263685,14,0
202951,z05-12-02,0.041,0.123,0.0033100000000558794,0.0017639928086179832,14,0
202951,z05-13-02,0.32,0.96,0.010771928413305432,0.00870034429802633,14,0
202951,z05-14-02,0.016,0.048,0.0030559286200774033,0.0021685292022569982,14,0
202952,z05-03-02,0.893,2.679,0.15335268370415034,0.053150914911443636,19,0
202952,z05-04-02,0.022,0.066,0.012446052578621004,0.008961908138661066,19,0
202952,z05-05-02,0.196,0.588,0.00046068420679627086,0.0002277343864917358,19,0
202952,z05-06-02,0.065,0.195,0.03778210498000446,0.019421821110766468,19,0
202952,z05-07-02,0.369,1.107,0.09485799936871779,0.02683816121887784,19,0
202952,z05-08-02,0.021,0.063,0.006710947200190276,0.013606583630399264,19,0
202952,z05-09-02,0.031,0.093,0.0008430000016232952,0.0005487566808310905,19,0
202952,z05-10-02,0.004,0.012,0.014893210468519675,0.014968131325194874,19,2
202952,z05-11-02,0.68,2.04,0.14565626433805415,0.05472771005231554,19,0
202952,z05-12-02,0.041,0.123,0.01185521069534221,0.027350704014688226,19,0
202952,z05-13-02,0.32,0.96,0.0008837222222710908,0.0006096075939255113,18,0
202952,z05-14-02,0.016,0.048,0.03191227817700969,0.030800240531403296,18,1
202953,z05-03-02,0.893,2.679,0.16612949594855309,0.02310828558890316,4,0
202953,z05-04-02,0.022,0.066,0.013831000193022192,0.016693220350486843,4,0
202953,z05-05-02,0.196,0.588,0.00440125004388392,0.001163706167232054,4,0
202953,z05-06-02,0.065,0.195,0.0040744999423623085,0.0011153595791064553,4,0
202953,z05-07-02,0.369,1.107,0.11590424925088882,0.01416483285242801,4,0
202953,z05-08-02,0.021,0.063,0.006713999988278374,0.0038858636951459103,4,0
202953,z05-09-02,0.031,0.093,0.002691000117920339,0.000989121880252443,4,0
202953,z05-10-02,0.004,0.012,0.0005999999848427251,0.00015299998631235212,2,0
202953,z05-11-02,0.68,2.04,0.17402199655771255,0.018045000731945038,2,0
202953,z05-12-02,0.041,0.123,0.008911666460335255,0.004665289037016055,3,0
202953,z05-13-02,0.32,0.96,0.01319233359148105,0.001868963559960418,3,0
202953,z05-14-02,0.016,0.048,0.0037139999913051724,0.0019897639417758915,3,0
202954,z05-03-02,0.893,2.679,0.15976688928074306,0.006264127634744361,9,0
202954,z05-04-02,0.022,0.066,0.005011222260590229,0.003389991675525807,9,0
202954,z05-05-02,0.196,0.588,0.00795212498633191,0.00195999604347281,8,0
202954,z05-06-02,0.065,0.195,0.0057816666343973745,0.0027036865903622915,9,0
202954,z05-07-02,0.369,1.107,0.11453844358523686,0.010863329481893029,9,0
202954,z05-08-02,0.021,0.063,0.007585333336869048,0.0062950474243757505,9,0
202954,z05-09-02,0.031,0.093,0.0016092222261553009,0.0007037636648225547,9,0
202954,z05-10-02,0.004,0.012,0.000661666679661721,0.00024006111105271882,9,0
202954,z05-11-02,0.68,2.04,0.22513977852132586,0.04383212475734126,9,0
202954,z05-12-02,0.041,0.123,0.011373777653918497,0.0103123912012738,9,0
202954,z05-13-02,0.32,0.96,0.041922000236809254,0.031124559871036985,9,0
202954,z05-14-02,0.016,0.048,0.0057896665918330354,0.0034809329513858364,9,0
202955,z05-03-02,0.893,2.679,0.3000290058553219,0.1709974261201005,3,0
202955,z05-04-02,0.022,0.066,0.011096332998325428,0.007730573569307529,3,0
202955,z05-05-02,0.196,0.588,0.023882333596702665,0.017064734967879237,3,0
202955,z05-06-02,0.065,0.195,0.02622699966984025,0.02275945660797178,3,0
202955,z05-07-02,0.369,1.107,0.14053966850042343,0.03786150240173979,3,0
202955,z05-08-02,0.021,0.063,0.005409666802734137,0.0032492958391170594,3,0
202955,z05-09-02,0.031,0.093,0.0023725000210106373,0.00016649998724460602,2,0
202955,z05-10-02,0.004,0.012,0.001375499996356666,0.0008575000101700425,2,0
202955,z05-11-02,0.68,2.04,0.21682149916887283,0.1374185010790825,2,0
202955,z05-12-02,0.041,0.123,0.007873000227846205,0.004477000213228166,2,0
202955,z05-13-02,0.32,0.96,0.01201500033494085,0.00832300039473921,2,0
202955,z05-14-02,0.016,0.048,0.0010900000052060932,0.0005020000098738819,2,0
202957,z05-03-02,0.893,2.679,0.149787143937179,0.03643413251697256,7,0
202957,z05-04-02,0.022,0.066,0.011379000165366701,0.006370654405750708,7,0
202957,z05-05-02,0.196,0.588,0.0001817142848657178,3.5735995927280304e-05,7,0
202957,z05-06-02,0.065,0.195,0.03183928584413869,0.01646047895955153,7,0
202957,z05-07-02,0.369,1.107,0.08715999995668729,0.011966615065509882,6,0
202957,z05-08-02,0.021,0.063,0.003083166666328907,0.001289838398248041,6,0
202957,z05-09-02,0.031,0.093,0.00040533333473528427,6.580949241873115e-05,6,0
202957,z05-10-02,0.004,0.012,0.010566666722297668,0.002776971271805925,6,1
202957,z05-11-02,0.68,2.04,0.14567428720848902,0.03804804631044233,7,0
202957,z05-12-02,0.041,0.123,0.00725185708142817,0.003561501391927287,7,0
202957,z05-13-02,0.32,0.96,0.000488571438056949,0.00020438399355937335,7,0
202957,z05-14-02,0.016,0.048,0.03182500023394823,0.013316162291632827,5,1
202961,z05-03-02,0.893,2.679,0.22170200012624264,0.04390095893968528,8,0
202961,z05-04-02,0.022,0.066,0.005597874900558963,0.0036622244538042385,8,0
202961,z05-05-02,0.196,0.588,0.01623612505500205,0.017897080414687905,8,0
202961,z05-06-02,0.065,0.195,0.005353374945116229,0.004663202488500764,8,0
202961,z05-07-02,0.369,1.107,0.19786437787115574,0.05459538283396998,8,0
202961,z05-08-02,0.021,0.063,0.009599142807668872,0.006263560677768745,7,0
202961,z05-09-02,0.031,0.093,0.0178439993566523,0.024043044153061303,6,0
202961,z05-10-02,0.004,0.012,0.0024869999760994688,0.0007652100948198693,8,0
202961,z05-11-02,0.68,2.04,1.058635141168322,0.9393867163800108,7,1
202961,z05-12-02,0.041,0.123,0.08287714408444506,0.06330494595849699,7,1
202961,z05-13-02,0.32,0.96,1.2970965504646301,2.306262204500067,7,2
202961,z05-14-02,0.016,0.048,0.11448874825146049,0.13579633196240057,8,2
202963,z05-03-02,0.893,2.679,0.18533099939425787,0.03620369821661801,6,0
202963,z05-04-02,0.022,0.066,0.005422000074759126,0.002863767389947775,6,0
202963,z05-05-02,0.196,0.588,0.007225666660815477,0.004008117526845104,6,0
202963,z05-06-02,0.065,0.195,0.006987333520858859,0.004940901713724818,6,0
202963,z05-07-02,0.369,1.107,0.12475683664282163,0.016880919987113472,6,0
202963,z05-08-02,0.021,0.063,0.004388499888591468,0.0032702705977566684,6,0
202963,z05-09-02,0.031,0.093,0.0022436666574018695,0.0010641122475293033,6,0
202963,z05-10-02,0.004,0.012,0.0014796666606950264,0.0007990862905714752,6,0
202963,z05-11-02,0.68,2.04,0.6556783318519592,0.46487197262423724,6,0
202963,z05-12-02,0.041,0.123,0.02167366724461317,0.012518426031118269,6,0
202963,z05-13-02,0.32,0.96,0.8772158361971378,1.2812212247084844,6,1
202963,z05-14-02,0.016,0.048,0.017199333718356986,0.010915976550657023,6,1
202964,z05-03-02,0.893,2.679,0.1598078360160192,0.03631995814653596,6,0
202964,z05-04-02,0.022,0.066,0.005731000157538801,0.002984509801959743,6,0
202964,z05-05-02,0.196,0.588,0.005096000056558599,0.002301161969480295,6,0
202964,z05-06-02,0.065,0.195,0.009287833265261725,0.010707366478008148,6,0
202964,z05-07-02,0.369,1.107,0.11973616729180019,0.00636016960589354,6,0
202964,z05-08-02,0.021,0.063,0.0036884999523560205,0.0020656349312508813,6,0
202964,z05-09-02,0.031,0.093,0.0025573333841748536,0.0018710984682633778,6,0
202964,z05-10-02,0.004,0.012,0.0008804999864272153,0.00041895771958612064,6,0
202964,z05-11-02,0.68,2.04,0.19456416616837183,0.02884743928291993,6,0
202964,z05-12-02,0.041,0.123,0.0033266000100411475,0.0019948665690936846,5,0
202964,z05-13-02,0.32,0.96,0.004874333312424521,0.002328320618809975,6,0
202964,z05-14-02,0.016,0.048,0.010136500117368996,0.012052784307587815,6,0
202966,z05-03-02,0.893,2.679,0.10087939724326134,0.04393990808397956,5,0
202966,z05-04-02,0.022,0.066,0.003120599954854697,0.00179222375785281,5,0
202966,z05-05-02,0.196,0.588,0.001924750002217479,0.0013896928291884855,4,0
202966,z05-06-02,0.065,0.195,0.00260779999953229,0.00247217066526286,5,0
202966,z05-07-02,0.369,1.107,0.07486720010638237,0.01117652331628729,5,0
202966,z05-08-02,0.021,0.063,0.0026563999825157227,0.00103463647837436,5,0
202966,z05-09-02,0.031,0.093,0.002042599953711033,0.0006567305564200922,5,0
202966,z05-10-02,0.004,0.012,0.0005092499995953403,0.00012234658240122985,4,0
202966,z05-11-02,0.68,2.04,0.07516650017350912,0.023808768354998858,4,0
202966,z05-12-02,0.041,0.123,0.0014820000069448724,0.0005717097526928263,4,0
202966,z05-13-02,0.32,0.96,0.0013392499822657555,0.0008631162327755585,4,0
202966,z05-14-02,0.016,0.048,0.0007659999973839149,0.00042350738479072277,4,0
202968,z05-03-02,0.893,2.679,0.15605200231075286,0.032400063904983484,5,0
202968,z05-04-02,0.022,0.066,0.002302666640995691,0.0010260868989500325,6,0
202968,z05-05-02,0.196,0.588,0.0045491666145001846,0.0023116017311157647,6,0
202968,z05-06-02,0.065,0.195,0.012047000074138245,0.012910802203923532,6,0
202968,z05-07-02,0.369,1.107,0.108259001125892,0.004954836218001312,6,0
202968,z05-08-02,0.021,0.063,0.0024381666444242,0.0012159678338756195,6,0
202968,z05-09-02,0.031,0.093,0.0022919999707179763,0.0009368577110749793,6,0
202968,z05-10-02,0.004,0.012,0.0008598333394426542,0.000954299838863269,6,0
202968,z05-11-02,0.68,2.04,0.1597076028585434,0.02069394312097427,5,0
202968,z05-12-02,0.041,0.123,0.010438166636352738,0.008473369950324541,6,0
202968,z05-13-02,0.32,0.96,0.00991383334621787,0.004413736116615657,6,0
202968,z05-14-02,0.016,0.048,0.0027323333197273314,0.00238944049051428,6,0
203087,z05-03-02,0.893,2.679,0.14874316503604254,0.03995131467769552,6,0
203087,z05-04-02,0.022,0.066,0.02401066687889397,0.01437742970076086,6,1
203087,z05-05-02,0.196,0.588,0.00045300001026286435,0.00012353407653094528,6,0
203087,z05-06-02,0.065,0.195,0.029833333178733785,0.015731896154005588,6,0
203087,z05-07-02,0.369,1.107,0.10524516428510348,0.017958521293179562,6,0
203087,z05-08-02,0.021,0.063,0.0076219999852279825,0.0042176179869894805,6,0
203087,z05-09-02,0.031,0.093,0.0016663333323473732,0.00011818864999945799,6,0
